chest,waist,hips,height,garment_chest,garment_waist,garment_length,fit_type,fit_type_encoded,stretch_factor,chest_ratio,waist_ratio,height_ratio,chest_margin,waist_margin,width_fit,length_fit,overall_fit
91.49010176262777,67.94842683449477,96.20165608280638,172.74245371778989,97.2019464065816,70.01670921013736,68.16040107683965,regular,1,0.20122118815498402,0.9412373429225172,0.9704601601678369,2.5343520722985646,5.711844643953825,2.068282375642596,Loose,Perfect,Poor
93.35099517406637,71.05344720380792,99.07036630167013,160.64014304383554,97.41320557614614,72.08570265820507,71.94935812939235,regular,1,0.17721799133830754,0.9582991815323805,0.9856801638004197,2.232683476549483,4.062210402079771,1.032255454397145,Loose,Short,Poor
85.23789216306395,63.49884871081291,89.5558087003003,176.75406076225812,92.39444088509016,68.74416346478483,82.95971675450049,oversized,2,0.1484182805967986,0.9225435139444512,0.9236980350097806,2.130601063710471,7.156548722026216,5.245314753971925,Loose,Perfect,Okay
86.36413354619764,63.588167995428854,90.56754104359733,178.46508244752093,85.06747404302021,66.79982640677825,85.16672825132326,regular,1,0.1773197740984854,1.0152427178279877,0.9519211563246891,2.095478904870906,-1.2966595031774233,3.211658411349397,Perfect,Perfect,Good
89.07319120019594,65.10720091905846,90.30384005206123,152.44068330211547,98.31287485293645,72.36744573428267,73.23863548417499,regular,1,0.2613296574151406,0.9060175621294576,0.8996752650095979,2.0814244052246718,9.23968365274051,7.260244815224212,Loose,Perfect,Okay
83.78211670489101,60.178173696263286,83.80879394198942,158.28038443823914,86.63152284623327,62.0,64.29785198920798,regular,1,0.0947857382960606,0.9671088993044735,0.9706157047784401,2.4616745278645635,2.849406141342257,1.8218263037367137,Perfect,Short,Poor
82.69678217386435,67.7631643827404,92.31628936579794,171.15056362850558,88.5427388185274,69.93022721518606,73.19941611490691,regular,1,0.23168574467382638,0.9339758773822818,0.9690110711956179,2.3381411042929225,5.8459566446630475,2.1670628324456658,Loose,Short,Poor
99.93907956606377,74.94050572429353,98.7837617282493,167.15381666890775,89.51423984959379,68.75995161187552,71.59578690468392,slim,0,0.19231648852994251,1.1164601267238186,1.0898859578509443,2.334687890105057,-10.424839716469975,-6.180554112418008,Tight,Short,Poor
86.06119270752451,61.634200877714896,91.1410954101681,169.8487895824614,87.05006842127085,63.62076800475397,70.09428904007105,regular,1,0.03919785619505062,0.9886401500690296,0.9687748640995558,2.423147333520472,0.9888757137463386,1.9865671270390735,Perfect,Short,Poor
102.4268566201013,67.79910084170487,108.03445761730775,162.3226046518378,109.31930479126913,72.84802897005936,71.5849782919032,regular,1,0.07160363249776515,0.9369512257297277,0.9306923165974799,2.26755121709938,6.892448171167828,5.04892812835449,Loose,Short,Good
100.50936705073774,73.96417116241913,106.61985240265724,177.91458177376546,103.4400275358162,79.49096476946174,77.92142668738113,regular,1,0.2651018201778441,0.9716680229608048,0.9304726817309198,2.2832562151044082,2.9306604850784623,5.526793607042606,Loose,Short,Okay
